campaign_id,campaign_name,start_date,end_date,channel,region,impressions,clicks,conversions,spend_usd,revenue_usd,target_audience,product_category,device,year
2024_0096,Campaign_2024_0096,2024-02-07,2024-12-24,Search,Europe,19544,5344,4717,26950.8,37516.82,Adults,Electronics,Mobile,2024
2024_0097,Campaign_2024_0097,2024-01-20,2024-10-29,Display,North America,77887,55125,45622,40663.61,79738.91,Seniors,Services,Tablet,2024
2024_0098,Campaign_2024_0098,2024-02-22,2024-12-27,TV,South America,11058,8403,5629,14988.36,40915.28,Seniors,Clothing,Desktop,2024
2024_0099,Campaign_2024_0099,2024-01-08,2024-03-02,TV,South America,28435,6261,3935,38218.7,62812.03,Adults,Food,Tablet,2024
2024_0100,Campaign_2024_0100,2024-05-26,2024-11-14,Social,Europe,83876,41795,6899,20845.66,43605.3,Seniors,Services,Desktop,2024
2024_0101,Campaign_2024_0101,2024-04-23,2024-12-09,Display,Africa,48479,19940,2949,30543.98,66995.0,Youth,Clothing,Desktop,2024
2024_0102,Campaign_2024_0102,2024-06-09,2024-09-26,Email,South America,60012,33154,28841,30222.3,77071.82,Adults,Electronics,Mobile,2024
2024_0103,Campaign_2024_0103,2024-06-14,2024-09-24,Social,Asia,6195,3680,1695,48502.42,105220.26,Youth,Software,Tablet,2024
2024_0104,Campaign_2024_0104,2024-02-29,2024-05-03,Print,Africa,43428,19086,5122,32386.83,76290.95,Seniors,Food,Desktop,2024
2024_0105,Campaign_2024_0105,2024-03-22,2024-11-22,TV,South America,52361,26825,17991,7650.57,11349.36,Seniors,Services,Mobile,2024
2024_0106,Campaign_2024_0106,2024-05-05,2024-09-14,Social,Europe,43994,17928,3112,29648.97,46175.22,Youth,Electronics,Mobile,2024
2024_0107,Campaign_2024_0107,2024-03-02,2024-06-24,Print,South America,58161,14056,13175,42623.18,53078.04,Seniors,Food,Tablet,2024
2024_0108,Campaign_2024_0108,2024-02-25,2024-10-25,Search,North America,56399,31967,11444,35687.2,42121.7,Adults,Software,Mobile,2024
2024_0109,Campaign_2024_0109,2024-06-07,2024-07-01,TV,North America,97009,58808,28031,37303.84,92945.78,Youth,Electronics,Tablet,2024
2024_0110,Campaign_2024_0110,2024-01-09,2024-09-15,Display,North America,2901,950,379,21723.22,34076.92,Adults,Food,Tablet,2024
2024_0111,Campaign_2024_0111,2024-05-06,2024-06-07,Search,South America,69133,15839,7220,5303.67,6592.51,Adults,Services,Mobile,2024
2024_0112,Campaign_2024_0112,2024-02-25,2024-11-20,Print,South America,35424,31652,6986,26960.27,32545.57,Youth,Food,Tablet,2024
2024_0113,Campaign_2024_0113,2024-04-05,2024-09-29,Print,South America,88604,87419,4206,33884.55,44423.3,Seniors,Clothing,Mobile,2024
2024_0114,Campaign_2024_0114,2024-06-06,2024-09-09,TV,South America,95284,77532,12007,36329.34,69502.69,Adults,Electronics,Tablet,2024
2024_0115,Campaign_2024_0115,2024-05-24,2024-07-02,Search,Africa,86823,67015,66687,1889.64,4884.05,Youth,Services,Tablet,2024
2024_0116,Campaign_2024_0116,2024-04-08,2024-07-30,Social,Europe,85798,77574,30017,40207.46,65155.73,Seniors,Clothing,Mobile,2024
2024_0117,Campaign_2024_0117,2024-04-08,2024-07-04,Display,South America,6844,4057,40,18651.66,37157.88,Seniors,Clothing,Tablet,2024
2024_0118,Campaign_2024_0118,2024-03-18,2024-10-17,Search,Europe,85848,41406,7202,15254.4,20752.86,Seniors,Electronics,Mobile,2024
2024_0119,Campaign_2024_0119,2024-05-13,2024-12-26,TV,Asia,89522,24406,16973,15769.35,38178.47,Adults,Electronics,Tablet,2024
2024_0120,Campaign_2024_0120,2024-01-09,2024-02-14,TV,Africa,12738,3153,2821,10143.21,23930.27,Adults,Software,Tablet,2024
2024_0121,Campaign_2024_0121,2024-06-02,2024-12-19,TV,South America,7848,955,593,36571.11,108572.48,Youth,Electronics,Desktop,2024
2024_0122,Campaign_2024_0122,2024-04-23,2024-12-02,Email,South America,25268,5203,2426,41739.14,77914.61,Seniors,Food,Mobile,2024
2024_0123,Campaign_2024_0123,2024-01-04,2024-04-11,Search,Africa,74551,43154,13483,39659.44,74720.34,Adults,Services,Mobile,2024
2024_0124,Campaign_2024_0124,2024-03-24,2024-09-05,TV,South America,18155,11112,7817,12842.54,27553.86,Adults,Services,Mobile,2024
2024_0125,Campaign_2024_0125,2024-05-25,2024-10-11,Display,South America,56883,19134,11397,33639.47,73695.19,Youth,Clothing,Desktop,2024
2024_0126,Campaign_2024_0126,2024-02-06,2024-03-28,Social,Africa,38645,25427,11214,10173.69,13810.61,Seniors,Clothing,Tablet,2024
2024_0127,Campaign_2024_0127,2024-04-21,2024-07-09,Email,North America,46770,23330,20544,10191.87,30062.88,Adults,Food,Desktop,2024
2024_0128,Campaign_2024_0128,2024-01-21,2024-08-12,TV,South America,87507,68286,8626,35276.24,90503.89,Adults,Clothing,Tablet,2024
2024_0129,Campaign_2024_0129,2024-04-15,2024-12-15,Social,North America,47910,28949,26430,33558.76,48664.49,Seniors,Software,Tablet,2024
2024_0130,Campaign_2024_0130,2024-02-14,2024-05-13,Print,South America,70545,24263,1898,31312.28,70234.16,Seniors,Software,Mobile,2024
2024_0131,Campaign_2024_0131,2024-03-19,2024-04-14,TV,South America,92369,60070,13171,9259.1,12304.62,Seniors,Food,Tablet,2024
2024_0132,Campaign_2024_0132,2024-01-31,2024-08-04,Email,South America,1281,816,760,4923.55,11125.69,Adults,Services,Mobile,2024
2024_0133,Campaign_2024_0133,2024-03-23,2024-07-11,TV,South America,76690,59006,42498,37626.68,104979.35,Seniors,Software,Desktop,2024
2024_0134,Campaign_2024_0134,2024-01-07,2024-11-02,Display,South America,41439,1914,1037,12496.56,21822.4,Adults,Software,Desktop,2024
2024_0135,Campaign_2024_0135,2024-06-19,2024-11-03,Print,Africa,72686,38336,2338,30132.68,49275.79,Youth,Services,Desktop,2024
2024_0136,Campaign_2024_0136,2024-04-10,2024-10-21,Display,North America,76891,49771,9522,24173.22,31632.68,Youth,Electronics,Mobile,2024
2024_0137,Campaign_2024_0137,2024-03-15,2024-06-30,Social,Africa,37160,30640,29514,10345.98,25090.85,Seniors,Services,Tablet,2024
2024_0138,Campaign_2024_0138,2024-01-13,2024-10-28,Print,Asia,19352,239,231,28939.43,42586.59,Seniors,Clothing,Tablet,2024
2024_0139,Campaign_2024_0139,2024-06-26,2024-10-12,Display,South America,29614,5903,5760,27068.31,76499.11,Youth,Software,Mobile,2024
2024_0140,Campaign_2024_0140,2024-03-31,2024-09-08,Social,South America,98964,68542,4780,36145.21,58413.94,Youth,Services,Tablet,2024
2024_0141,Campaign_2024_0141,2024-01-02,2024-05-09,Search,Europe,55702,3571,1531,7641.4,14982.93,Seniors,Clothing,Tablet,2024
2024_0142,Campaign_2024_0142,2024-06-18,2024-08-05,Display,Asia,69527,13810,1613,47960.41,100082.93,Seniors,Services,Desktop,2024
2024_0143,Campaign_2024_0143,2024-01-17,2024-06-25,Display,Africa,27929,26185,25069,1628.76,3252.69,Youth,Electronics,Mobile,2024
2024_0144,Campaign_2024_0144,2024-03-10,2024-05-19,Social,Europe,30649,14485,13318,49304.22,74969.3,Seniors,Software,Mobile,2024
2024_0145,Campaign_2024_0145,2024-06-03,2024-08-06,Print,Europe,96336,12884,12291,10360.48,19291.11,Youth,Software,Mobile,2024
2024_0146,Campaign_2024_0146,2024-04-07,2024-06-02,TV,Africa,49558,36739,26771,22777.22,64797.6,Seniors,Software,Tablet,2024
2024_0147,Campaign_2024_0147,2024-05-05,2024-12-02,TV,South America,49312,8123,7615,9639.95,10904.19,Adults,Food,Mobile,2024
2024_0148,Campaign_2024_0148,2024-05-15,2024-12-01,TV,Europe,41145,21314,6496,4834.99,8863.54,Adults,Electronics,Tablet,2024
2024_0149,Campaign_2024_0149,2024-06-02,2024-11-10,Display,Asia,48291,30351,30189,3365.88,7941.18,Adults,Software,Mobile,2024
2024_0150,Campaign_2024_0150,2024-04-27,2024-05-23,Print,North America,90361,86462,86432,30702.18,71715.08,Adults,Food,Desktop,2024
2024_0151,Campaign_2024_0151,2024-01-31,2024-07-27,Social,Asia,15246,14394,10998,7188.72,19997.84,Seniors,Electronics,Mobile,2024
2024_0152,Campaign_2024_0152,2024-03-08,2024-12-01,Search,Africa,74476,6418,1447,32303.88,68930.69,Adults,Services,Desktop,2024
2024_0153,Campaign_2024_0153,2024-05-06,2024-12-21,Search,Africa,65768,45309,37382,44431.51,70969.8,Adults,Software,Mobile,2024
2024_0154,Campaign_2024_0154,2024-05-07,2024-10-31,Display,Europe,10414,2323,1536,27787.49,30952.58,Adults,Software,Desktop,2024
2024_0155,Campaign_2024_0155,2024-04-14,2024-12-01,Email,Asia,67437,28258,2813,48888.83,115670.08,Youth,Software,Desktop,2024
2024_0156,Campaign_2024_0156,2024-01-03,2024-11-01,Print,North America,63577,10623,7435,30312.78,48119.44,Youth,Software,Tablet,2024
2024_0157,Campaign_2024_0157,2024-05-03,2024-09-22,Display,South America,58156,31346,25005,17527.39,47677.12,Seniors,Services,Tablet,2024
2024_0158,Campaign_2024_0158,2024-04-05,2024-04-22,Email,Asia,43409,33812,24324,7389.11,19377.66,Youth,Services,Desktop,2024
2024_0159,Campaign_2024_0159,2024-01-04,2024-06-05,Display,North America,40412,6558,5605,23324.85,27042.6,Adults,Electronics,Desktop,2024
2024_0160,Campaign_2024_0160,2024-05-07,2024-12-10,Social,South America,60122,9326,69,13364.87,22845.82,Adults,Services,Desktop,2024
2024_0161,Campaign_2024_0161,2024-02-21,2024-04-14,TV,Asia,3909,1524,229,18943.75,21346.79,Seniors,Services,Desktop,2024
2024_0162,Campaign_2024_0162,2024-05-08,2024-11-01,Print,Asia,34739,28681,7497,49640.85,123661.46,Youth,Food,Mobile,2024
2024_0163,Campaign_2024_0163,2024-06-29,2024-10-29,Search,South America,87785,19547,2388,1679.9,4713.35,Adults,Food,Tablet,2024
2024_0164,Campaign_2024_0164,2024-04-30,2024-09-16,TV,Europe,39287,9910,2520,11491.68,15349.66,Adults,Electronics,Mobile,2024
2024_0165,Campaign_2024_0165,2024-02-12,2024-09-16,Social,South America,46467,3983,862,27232.26,37401.4,Adults,Services,Mobile,2024
2024_0166,Campaign_2024_0166,2024-01-15,2024-12-11,Display,South America,25052,19586,6258,5578.05,9726.87,Youth,Clothing,Tablet,2024
2024_0167,Campaign_2024_0167,2024-03-11,2024-12-08,Search,Asia,70038,31635,19570,14046.33,26699.73,Youth,Software,Desktop,2024
2024_0168,Campaign_2024_0168,2024-01-11,2024-08-26,TV,North America,33666,31327,30248,49055.46,98128.33,Youth,Clothing,Mobile,2024
2024_0169,Campaign_2024_0169,2024-03-05,2024-04-21,TV,Europe,57324,40735,11374,35946.61,104075.95,Youth,Software,Mobile,2024
2024_0170,Campaign_2024_0170,2024-01-28,2024-09-25,Display,South America,73015,67678,54064,27246.82,80858.99,Adults,Electronics,Tablet,2024
2024_0171,Campaign_2024_0171,2024-05-27,2024-11-28,Display,Africa,41851,29323,8988,13333.86,20977.59,Seniors,Services,Tablet,2024
2024_0172,Campaign_2024_0172,2024-04-08,2024-08-19,Search,Asia,29330,27524,21402,7917.78,14918.68,Youth,Food,Desktop,2024
2024_0173,Campaign_2024_0173,2024-04-14,2024-04-14,TV,Asia,52787,18838,14812,37542.22,70134.22,Youth,Electronics,Desktop,2024
2024_0174,Campaign_2024_0174,2024-06-22,2024-10-28,Display,Asia,97126,67615,34224,35774.54,50496.58,Seniors,Services,Desktop,2024
2024_0175,Campaign_2024_0175,2024-05-14,2024-07-14,Display,Europe,92519,89224,20596,7900.29,17345.24,Seniors,Food,Desktop,2024
2024_0176,Campaign_2024_0176,2024-05-09,2024-06-18,Display,Europe,30432,19259,3046,34678.33,92151.44,Youth,Electronics,Desktop,2024
2024_0177,Campaign_2024_0177,2024-01-18,2024-07-19,Social,Asia,24391,4116,3075,10002.53,21905.73,Youth,Services,Desktop,2024
2024_0178,Campaign_2024_0178,2024-03-09,2024-08-17,TV,North America,27907,16242,13898,31297.99,37750.56,Seniors,Food,Tablet,2024
2024_0179,Campaign_2024_0179,2024-03-31,2024-09-03,Print,Africa,16289,12552,2449,46575.39,101117.07,Adults,Food,Mobile,2024
2024_0180,Campaign_2024_0180,2024-05-10,2024-07-03,TV,Africa,18898,3892,2662,7645.41,8919.17,Youth,Clothing,Tablet,2024
2024_0181,Campaign_2024_0181,2024-01-29,2024-01-31,Search,Europe,42448,1028,538,35841.32,88076.95,Adults,Food,Tablet,2024
2024_0182,Campaign_2024_0182,2024-06-02,2024-07-23,Search,Asia,13135,8188,6682,3435.39,7328.37,Adults,Software,Tablet,2024
2024_0183,Campaign_2024_0183,2024-02-07,2024-06-20,Display,Africa,64723,40809,39917,13111.36,23450.52,Adults,Food,Desktop,2024
2024_0184,Campaign_2024_0184,2024-01-25,2024-12-15,Search,North America,79388,33222,3564,10036.68,20317.25,Adults,Clothing,Desktop,2024
2024_0185,Campaign_2024_0185,2024-05-05,2024-08-29,Email,North America,27512,13068,12341,10727.8,13007.64,Adults,Food,Tablet,2024
2024_0186,Campaign_2024_0186,2024-03-07,2024-04-07,Social,South America,77542,43398,25721,19188.41,51265.36,Adults,Food,Tablet,2024
2024_0187,Campaign_2024_0187,2024-02-16,2024-07-24,Social,South America,16193,465,253,41658.85,105728.01,Adults,Electronics,Mobile,2024
2024_0188,Campaign_2024_0188,2024-04-01,2024-07-13,Email,Europe,72017,46579,4485,42219.6,64888.74,Seniors,Food,Tablet,2024
2024_0189,Campaign_2024_0189,2024-06-27,2024-11-26,TV,Africa,70794,39086,32857,6146.83,13508.94,Youth,Software,Tablet,2024
2024_0190,Campaign_2024_0190,2024-03-25,2024-12-11,Social,South America,20084,18355,2355,24904.47,53402.27,Seniors,Services,Tablet,2024
2024_0191,Campaign_2024_0191,2024-05-10,2024-08-18,Display,South America,44915,24749,17616,23318.76,61976.7,Adults,Software,Desktop,2024
