campaign_id,campaign_name,start_date,end_date,channel,region,impressions,clicks,conversions,spend_usd,revenue_usd,target_audience,product_category,device,year
2025_0037,Campaign_2025_0037,2025-04-08,2025-07-27,Social,Asia,34227,24794,16254,43705.06,91978.18,Youth,Software,Desktop,2025
2025_0038,Campaign_2025_0038,2025-02-27,2025-03-13,Email,Asia,64119,58404,30178,14026.25,36048.73,Adults,Software,Tablet,2025
2025_0039,Campaign_2025_0039,2025-05-19,2025-05-27,Display,North America,78006,43105,16356,8187.3,22543.07,Adults,Food,Mobile,2025
2025_0040,Campaign_2025_0040,2025-04-17,2025-05-19,Print,North America,22572,17897,120,3752.94,7548.33,Adults,Services,Desktop,2025
2025_0041,Campaign_2025_0041,2025-03-04,2025-06-26,Email,Asia,47782,44037,25709,13711.42,30917.3,Youth,Services,Tablet,2025
2025_0042,Campaign_2025_0042,2025-05-26,2025-12-25,Print,Asia,8729,6063,2216,49325.42,130697.84,Youth,Food,Tablet,2025
2025_0043,Campaign_2025_0043,2025-02-16,2025-04-24,Display,Europe,83790,59316,42647,14334.45,36576.87,Adults,Electronics,Tablet,2025
2025_0044,Campaign_2025_0044,2025-01-05,2025-06-04,Social,Asia,11035,6092,1421,37470.12,110552.45,Youth,Services,Tablet,2025
2025_0045,Campaign_2025_0045,2025-04-20,2025-09-01,Social,South America,42551,14332,1841,42571.91,89591.61,Seniors,Software,Tablet,2025
2025_0046,Campaign_2025_0046,2025-05-05,2025-08-15,Email,South America,49837,43124,26618,38612.4,113041.72,Youth,Food,Mobile,2025
2025_0047,Campaign_2025_0047,2025-05-08,2025-06-06,Email,South America,57796,12863,11692,46606.89,100632.48,Seniors,Electronics,Mobile,2025
2025_0048,Campaign_2025_0048,2025-01-26,2025-01-28,Social,North America,26189,2425,830,32852.47,76174.91,Adults,Food,Mobile,2025
2025_0049,Campaign_2025_0049,2025-04-24,2025-08-25,Email,Europe,17764,11125,10379,24691.19,54695.41,Adults,Software,Tablet,2025
2025_0050,Campaign_2025_0050,2025-05-03,2025-11-12,Social,South America,12198,1447,1138,16869.94,28001.55,Youth,Clothing,Desktop,2025
2025_0051,Campaign_2025_0051,2025-01-28,2025-07-28,Search,Africa,79523,72853,27789,49522.58,76236.18,Youth,Food,Tablet,2025
2025_0052,Campaign_2025_0052,2025-06-08,2025-09-21,Display,Asia,4791,3088,1006,13229.72,19077.6,Youth,Food,Desktop,2025
2025_0053,Campaign_2025_0053,2025-04-19,2025-11-30,Display,Africa,82207,79910,19261,9477.0,18878.06,Seniors,Services,Desktop,2025
2025_0054,Campaign_2025_0054,2025-01-22,2025-05-05,Email,North America,17486,12719,2119,27612.91,45470.62,Youth,Services,Tablet,2025
2025_0055,Campaign_2025_0055,2025-06-25,2025-07-23,Search,Europe,18264,15525,1200,48218.53,71127.73,Adults,Electronics,Tablet,2025
2025_0056,Campaign_2025_0056,2025-05-18,2025-10-16,Display,South America,72125,63143,54979,28494.7,74505.6,Seniors,Electronics,Desktop,2025
2025_0057,Campaign_2025_0057,2025-04-01,2025-07-10,Print,Africa,32936,27721,19674,9773.39,25762.41,Adults,Clothing,Tablet,2025
2025_0058,Campaign_2025_0058,2025-04-09,2025-10-15,TV,Africa,64983,24335,15589,23774.58,38459.42,Seniors,Services,Desktop,2025
2025_0059,Campaign_2025_0059,2025-04-26,2025-11-17,TV,Africa,51292,23735,14699,24320.91,56132.24,Seniors,Food,Tablet,2025
2025_0060,Campaign_2025_0060,2025-06-01,2025-09-01,Display,Africa,13479,2963,97,10016.47,14073.95,Youth,Software,Tablet,2025
2025_0061,Campaign_2025_0061,2025-01-30,2025-08-04,TV,North America,66164,35615,34758,49506.21,92888.33,Adults,Software,Desktop,2025
2025_0062,Campaign_2025_0062,2025-01-08,2025-02-19,Search,Africa,56760,38507,24644,36348.82,48471.96,Adults,Electronics,Tablet,2025
2025_0063,Campaign_2025_0063,2025-03-31,2025-06-17,Social,Europe,84659,66067,34203,36030.91,50480.81,Youth,Electronics,Desktop,2025
2025_0064,Campaign_2025_0064,2025-02-08,2025-05-01,TV,Asia,94201,40830,26532,9409.76,19358.41,Adults,Services,Mobile,2025
2025_0065,Campaign_2025_0065,2025-04-17,2025-12-21,Print,Africa,10194,1146,448,42514.7,113675.01,Youth,Clothing,Tablet,2025
2025_0066,Campaign_2025_0066,2025-02-12,2025-05-12,Email,South America,69426,46348,12251,1444.75,1816.73,Youth,Services,Desktop,2025
2025_0067,Campaign_2025_0067,2025-06-11,2025-12-26,TV,North America,89259,46816,8988,10256.65,26118.21,Seniors,Software,Mobile,2025
2025_0068,Campaign_2025_0068,2025-02-21,2025-08-25,Print,Africa,63031,48253,20248,35972.38,92636.09,Youth,Software,Mobile,2025
2025_0069,Campaign_2025_0069,2025-04-14,2025-12-30,Display,South America,50804,36208,8232,41407.32,65062.06,Youth,Software,Mobile,2025
2025_0070,Campaign_2025_0070,2025-01-23,2025-03-18,Print,Africa,13337,9236,5025,25536.09,54599.54,Adults,Services,Tablet,2025
2025_0071,Campaign_2025_0071,2025-06-01,2025-12-26,TV,Africa,46097,24624,21105,25226.66,41793.12,Adults,Services,Tablet,2025
2025_0072,Campaign_2025_0072,2025-03-28,2025-08-16,Print,Europe,47561,23496,4569,46648.09,53912.99,Youth,Clothing,Tablet,2025
2025_0073,Campaign_2025_0073,2025-04-12,2025-09-05,Display,North America,60220,36870,4087,16964.4,19407.91,Seniors,Electronics,Mobile,2025
2025_0074,Campaign_2025_0074,2025-03-07,2025-07-22,Social,Asia,31319,29643,15869,6319.31,16343.87,Youth,Software,Tablet,2025
2025_0075,Campaign_2025_0075,2025-03-17,2025-04-20,Email,South America,3921,2678,1767,34869.02,65541.94,Youth,Electronics,Desktop,2025
2025_0076,Campaign_2025_0076,2025-01-16,2025-03-28,Print,Europe,73467,72863,30522,30929.88,90885.19,Adults,Electronics,Mobile,2025
2025_0077,Campaign_2025_0077,2025-02-27,2025-06-11,Display,South America,51011,14848,4628,25913.3,56254.89,Adults,Electronics,Desktop,2025
2025_0078,Campaign_2025_0078,2025-03-05,2025-05-18,Search,South America,2751,559,97,8333.2,20368.38,Adults,Food,Mobile,2025
2025_0079,Campaign_2025_0079,2025-04-12,2025-07-10,Social,Africa,55440,19911,2760,35084.18,44129.62,Seniors,Services,Desktop,2025
2025_0080,Campaign_2025_0080,2025-06-19,2025-08-18,Display,Asia,57359,17502,9271,48351.14,53502.84,Adults,Software,Mobile,2025
2025_0081,Campaign_2025_0081,2025-03-05,2025-07-16,Search,North America,79815,64902,9142,24316.64,36933.93,Adults,Services,Desktop,2025
2025_0082,Campaign_2025_0082,2025-06-18,2025-12-04,Display,Africa,49671,46575,21862,30393.37,81958.88,Seniors,Food,Tablet,2025
2025_0083,Campaign_2025_0083,2025-04-28,2025-12-25,TV,South America,73229,47787,20970,14990.24,18650.06,Youth,Services,Desktop,2025
2025_0084,Campaign_2025_0084,2025-06-15,2025-07-10,Email,Asia,56862,40554,17943,3188.35,5266.42,Youth,Electronics,Desktop,2025
2025_0085,Campaign_2025_0085,2025-01-26,2025-05-30,Social,Africa,80057,47230,37576,29974.0,43295.87,Adults,Services,Desktop,2025
2025_0086,Campaign_2025_0086,2025-06-14,2025-11-03,Print,Europe,17161,3910,1816,35194.5,79915.72,Adults,Software,Tablet,2025
2025_0087,Campaign_2025_0087,2025-03-01,2025-04-16,Search,South America,96730,93926,67077,33450.44,85274.04,Seniors,Software,Tablet,2025
2025_0088,Campaign_2025_0088,2025-05-15,2025-11-17,Print,Africa,13539,848,55,31884.2,63729.16,Seniors,Software,Desktop,2025
2025_0089,Campaign_2025_0089,2025-02-10,2025-10-04,Email,North America,68973,4856,2073,45283.4,82466.6,Youth,Food,Desktop,2025
2025_0090,Campaign_2025_0090,2025-03-18,2025-08-11,Display,Europe,81590,51904,5266,30672.25,37357.41,Adults,Software,Desktop,2025
2025_0091,Campaign_2025_0091,2025-02-09,2025-11-18,TV,Europe,28426,6117,722,11288.68,31387.65,Adults,Electronics,Tablet,2025
2025_0092,Campaign_2025_0092,2025-03-27,2025-10-21,Search,South America,2118,921,728,22686.84,47249.53,Seniors,Software,Tablet,2025
2025_0093,Campaign_2025_0093,2025-06-04,2025-08-12,Email,Africa,60995,1410,1261,13001.74,31530.29,Seniors,Food,Tablet,2025
2025_0094,Campaign_2025_0094,2025-06-21,2025-07-31,TV,North America,24625,15509,4962,33302.61,85103.42,Seniors,Services,Mobile,2025
2025_0095,Campaign_2025_0095,2025-05-01,2025-05-05,Social,Asia,57910,8781,3497,48221.23,90792.58,Youth,Software,Mobile,2025
2025_0096,Campaign_2025_0096,2025-06-09,2025-10-06,Email,Europe,78617,49868,15904,31777.25,91871.63,Seniors,Software,Desktop,2025
2025_0097,Campaign_2025_0097,2025-04-27,2025-11-06,Display,Africa,6469,3715,2413,10844.31,25270.97,Adults,Electronics,Desktop,2025
2025_0098,Campaign_2025_0098,2025-06-14,2025-07-15,Search,Africa,13922,339,167,24927.14,56485.55,Seniors,Services,Tablet,2025
2025_0099,Campaign_2025_0099,2025-03-27,2025-08-16,Search,Africa,68916,27114,22060,24549.47,47544.26,Adults,Services,Desktop,2025
2025_0100,Campaign_2025_0100,2025-03-01,2025-12-21,Search,Europe,27384,7489,5464,13821.44,24869.54,Adults,Software,Mobile,2025
2025_0101,Campaign_2025_0101,2025-06-13,2025-10-17,Search,Europe,55040,17136,16561,18123.13,48998.98,Adults,Software,Mobile,2025
2025_0102,Campaign_2025_0102,2025-01-15,2025-12-23,Search,North America,13442,12786,10252,30166.22,48330.46,Seniors,Services,Desktop,2025
2025_0103,Campaign_2025_0103,2025-01-19,2025-05-02,Search,Europe,41989,6226,2440,32562.55,94578.89,Youth,Clothing,Mobile,2025
2025_0104,Campaign_2025_0104,2025-04-15,2025-12-10,Social,North America,57651,32842,21499,10927.49,26724.26,Youth,Services,Mobile,2025
2025_0105,Campaign_2025_0105,2025-02-02,2025-10-08,Search,South America,92176,36190,21255,39591.83,104020.88,Adults,Services,Desktop,2025
2025_0106,Campaign_2025_0106,2025-03-30,2025-04-08,Display,Africa,77438,33813,19773,12227.65,26672.11,Adults,Clothing,Mobile,2025
2025_0107,Campaign_2025_0107,2025-02-18,2025-04-15,Display,North America,82395,20656,13486,6345.44,13386.85,Adults,Electronics,Desktop,2025
2025_0108,Campaign_2025_0108,2025-01-17,2025-10-19,Print,South America,73506,49120,2921,1122.68,1760.18,Youth,Food,Mobile,2025
2025_0109,Campaign_2025_0109,2025-05-09,2025-10-24,Display,Africa,55545,18165,13838,45875.68,79054.56,Youth,Food,Desktop,2025
2025_0110,Campaign_2025_0110,2025-05-08,2025-07-15,Print,Asia,50727,45437,474,32127.15,73892.01,Adults,Services,Mobile,2025
2025_0111,Campaign_2025_0111,2025-06-16,2025-07-20,TV,North America,41385,28328,11533,19304.15,51639.12,Adults,Electronics,Desktop,2025
2025_0112,Campaign_2025_0112,2025-04-22,2025-05-14,Social,South America,39194,17021,14278,31692.49,62571.3,Youth,Electronics,Tablet,2025
2025_0113,Campaign_2025_0113,2025-05-26,2025-07-20,Display,North America,44859,25549,18006,43451.23,114581.87,Seniors,Services,Mobile,2025
2025_0114,Campaign_2025_0114,2025-06-08,2025-10-01,Search,Asia,34468,23567,19290,11943.49,16781.69,Adults,Food,Desktop,2025
2025_0115,Campaign_2025_0115,2025-05-15,2025-05-19,Search,Asia,37893,2777,1562,38700.39,80762.67,Seniors,Clothing,Desktop,2025
2025_0116,Campaign_2025_0116,2025-05-12,2025-09-13,TV,North America,14808,1224,539,12176.62,23690.21,Adults,Software,Desktop,2025
2025_0117,Campaign_2025_0117,2025-05-23,2025-06-15,Social,Asia,75126,55092,11986,5143.26,14436.38,Youth,Food,Desktop,2025
2025_0118,Campaign_2025_0118,2025-03-06,2025-08-23,Display,Europe,20479,9123,2838,9520.99,22620.4,Adults,Electronics,Tablet,2025
2025_0119,Campaign_2025_0119,2025-05-26,2025-09-20,Search,Asia,37389,21834,19760,46628.48,65204.51,Youth,Software,Desktop,2025
2025_0120,Campaign_2025_0120,2025-05-10,2025-08-01,Search,Africa,88395,31291,22200,23386.76,47213.82,Youth,Software,Mobile,2025
2025_0121,Campaign_2025_0121,2025-03-19,2025-09-15,Email,South America,78613,59940,46110,39244.23,70650.56,Seniors,Services,Tablet,2025
2025_0122,Campaign_2025_0122,2025-01-27,2025-07-27,Social,Asia,59011,14732,7708,28396.24,69532.88,Seniors,Food,Tablet,2025
2025_0123,Campaign_2025_0123,2025-04-22,2025-12-04,Print,Africa,3850,2437,2354,35271.25,41889.31,Seniors,Clothing,Mobile,2025
2025_0124,Campaign_2025_0124,2025-01-10,2025-09-25,Social,North America,1423,1283,409,29445.52,77613.29,Seniors,Food,Desktop,2025
2025_0125,Campaign_2025_0125,2025-06-28,2025-07-03,Print,Asia,47273,27395,23091,18248.03,47591.53,Adults,Electronics,Tablet,2025
2025_0126,Campaign_2025_0126,2025-06-13,2025-06-21,Search,North America,41612,28482,6817,24928.48,31726.45,Seniors,Clothing,Mobile,2025
2025_0127,Campaign_2025_0127,2025-01-16,2025-11-27,Email,North America,17814,4256,1922,27275.47,53064.43,Youth,Clothing,Tablet,2025
2025_0128,Campaign_2025_0128,2025-04-22,2025-07-30,TV,North America,73987,54618,43009,14596.48,36259.62,Youth,Electronics,Tablet,2025
2025_0129,Campaign_2025_0129,2025-03-21,2025-06-26,Print,South America,66441,36747,22446,17991.23,39208.58,Youth,Services,Tablet,2025
2025_0130,Campaign_2025_0130,2025-01-19,2025-05-01,TV,Africa,84533,53280,33700,5336.74,12669.28,Seniors,Software,Mobile,2025
2025_0131,Campaign_2025_0131,2025-01-29,2025-03-26,Email,Europe,25395,9953,2364,49213.48,101604.85,Youth,Electronics,Tablet,2025
2025_0132,Campaign_2025_0132,2025-04-18,2025-07-01,TV,Africa,97443,21598,3129,32030.78,77538.34,Adults,Services,Tablet,2025
2025_0133,Campaign_2025_0133,2025-01-16,2025-06-11,Search,North America,2205,1265,1067,40963.39,113630.45,Seniors,Electronics,Tablet,2025
2025_0134,Campaign_2025_0134,2025-06-24,2025-11-30,Display,Asia,46467,2025,1410,20243.96,30400.47,Youth,Software,Mobile,2025
2025_0135,Campaign_2025_0135,2025-03-05,2025-07-16,Display,Asia,69041,6429,6255,25828.77,76625.38,Youth,Clothing,Tablet,2025
2025_0136,Campaign_2025_0136,2025-02-22,2025-11-25,Email,Africa,43823,38801,5472,49747.06,137394.73,Youth,Software,Desktop,2025
2025_0137,Campaign_2025_0137,2025-03-10,2025-08-13,Display,South America,9412,8604,8276,14995.1,34077.45,Seniors,Clothing,Tablet,2025
2025_0138,Campaign_2025_0138,2025-05-24,2025-07-19,Email,Africa,49279,15145,12934,37630.4,45779.93,Seniors,Software,Desktop,2025
2025_0139,Campaign_2025_0139,2025-06-11,2025-06-19,Social,Europe,5708,5378,163,8658.96,17101.69,Seniors,Food,Desktop,2025
2025_0140,Campaign_2025_0140,2025-05-19,2025-07-17,Search,Africa,32714,22913,17539,48318.17,128070.1,Adults,Food,Mobile,2025
2025_0141,Campaign_2025_0141,2025-04-10,2025-08-18,Social,Africa,53413,13096,457,14485.48,38272.57,Youth,Services,Tablet,2025
2025_0142,Campaign_2025_0142,2025-03-12,2025-03-29,Social,South America,8939,1803,335,20964.1,60018.28,Seniors,Software,Tablet,2025
2025_0143,Campaign_2025_0143,2025-06-23,2025-12-10,TV,Asia,22976,1956,1219,43476.46,64447.62,Adults,Food,Tablet,2025
2025_0144,Campaign_2025_0144,2025-01-19,2025-03-02,Social,Europe,7965,4812,1861,3342.01,8305.69,Youth,Software,Tablet,2025
2025_0145,Campaign_2025_0145,2025-05-08,2025-09-06,Display,Asia,39379,2930,2310,24318.91,66416.47,Seniors,Clothing,Tablet,2025
2025_0146,Campaign_2025_0146,2025-05-06,2025-07-25,Search,North America,17968,7900,1932,6116.64,10888.71,Seniors,Services,Tablet,2025
2025_0147,Campaign_2025_0147,2025-04-06,2025-12-08,Social,South America,38425,3410,1680,29322.85,59386.27,Adults,Food,Tablet,2025
2025_0148,Campaign_2025_0148,2025-05-20,2025-07-20,Social,North America,46692,15191,4966,26794.03,66659.45,Youth,Services,Desktop,2025
2025_0149,Campaign_2025_0149,2025-05-04,2025-12-03,Search,South America,37143,2010,1369,31746.34,34989.83,Adults,Food,Mobile,2025
2025_0150,Campaign_2025_0150,2025-01-01,2025-11-30,TV,South America,34949,9382,2046,41156.24,80288.24,Seniors,Software,Mobile,2025
2025_0151,Campaign_2025_0151,2025-01-25,2025-07-03,Print,Africa,26343,22094,6857,32324.69,49594.62,Youth,Electronics,Tablet,2025
2025_0152,Campaign_2025_0152,2025-02-08,2025-10-25,Social,Europe,31564,27472,11698,43960.7,127308.4,Seniors,Food,Mobile,2025
2025_0153,Campaign_2025_0153,2025-06-11,2025-08-10,Search,Europe,23792,6850,50,7596.32,13105.8,Youth,Clothing,Desktop,2025
2025_0154,Campaign_2025_0154,2025-02-17,2025-08-20,Search,South America,75661,26385,12206,12202.31,18080.12,Youth,Clothing,Desktop,2025
2025_0155,Campaign_2025_0155,2025-01-07,2025-02-05,Print,South America,4769,1246,206,8869.75,20797.99,Adults,Software,Tablet,2025
2025_0156,Campaign_2025_0156,2025-03-09,2025-10-24,Print,Asia,69647,24744,22499,44723.07,123859.97,Adults,Clothing,Mobile,2025
2025_0157,Campaign_2025_0157,2025-05-18,2025-09-30,TV,Europe,16228,6914,3098,34212.12,47927.03,Adults,Food,Tablet,2025
2025_0158,Campaign_2025_0158,2025-05-06,2025-11-04,Email,South America,52586,50052,11713,32891.66,82540.46,Seniors,Software,Tablet,2025
2025_0159,Campaign_2025_0159,2025-01-12,2025-02-20,Social,South America,79069,2370,639,5138.05,12363.85,Seniors,Software,Tablet,2025
2025_0160,Campaign_2025_0160,2025-01-19,2025-03-19,Print,South America,19230,19040,14616,7973.74,11177.65,Adults,Clothing,Mobile,2025
2025_0161,Campaign_2025_0161,2025-02-13,2025-04-11,Search,North America,33231,586,584,48446.81,102739.17,Adults,Electronics,Desktop,2025
2025_0162,Campaign_2025_0162,2025-03-23,2025-12-08,TV,North America,58421,30829,18771,31281.06,57273.18,Adults,Clothing,Tablet,2025
2025_0163,Campaign_2025_0163,2025-04-26,2025-11-18,Search,Europe,85206,26287,6212,32967.82,69599.06,Seniors,Food,Tablet,2025
2025_0164,Campaign_2025_0164,2025-04-03,2025-06-23,Print,Africa,78990,29759,9716,11935.55,27382.35,Seniors,Software,Mobile,2025
2025_0165,Campaign_2025_0165,2025-06-25,2025-10-01,TV,North America,57812,56208,12259,44103.64,106559.28,Youth,Electronics,Tablet,2025
2025_0166,Campaign_2025_0166,2025-04-07,2025-04-16,Display,South America,82698,36588,12644,26571.82,55426.93,Adults,Electronics,Mobile,2025
2025_0167,Campaign_2025_0167,2025-02-23,2025-05-31,Print,North America,86627,42741,2556,13642.7,21561.62,Adults,Services,Tablet,2025
2025_0168,Campaign_2025_0168,2025-05-16,2025-06-06,TV,Europe,32741,26655,17830,12028.07,17699.17,Youth,Services,Mobile,2025
2025_0169,Campaign_2025_0169,2025-06-02,2025-06-04,Search,Europe,12645,8803,492,38422.54,69679.51,Seniors,Food,Desktop,2025
2025_0170,Campaign_2025_0170,2025-01-01,2025-07-28,TV,North America,91417,58263,49862,25765.17,60617.95,Adults,Services,Tablet,2025
2025_0171,Campaign_2025_0171,2025-03-30,2025-04-13,Display,North America,27647,10173,5876,15809.33,24671.74,Seniors,Electronics,Tablet,2025
2025_0172,Campaign_2025_0172,2025-01-01,2025-07-11,Search,North America,91599,42981,9879,28927.93,55582.9,Adults,Services,Desktop,2025
2025_0173,Campaign_2025_0173,2025-01-10,2025-08-16,Email,Europe,28974,23993,5514,37763.49,61790.51,Youth,Software,Mobile,2025
2025_0174,Campaign_2025_0174,2025-02-27,2025-12-22,Email,Africa,86785,75432,35830,4374.83,9752.2,Adults,Clothing,Mobile,2025
2025_0175,Campaign_2025_0175,2025-04-24,2025-09-15,TV,Africa,26499,20431,10575,18912.09,32592.69,Adults,Clothing,Mobile,2025
2025_0176,Campaign_2025_0176,2025-02-26,2025-04-14,Print,South America,31566,26225,2018,20105.03,25222.91,Youth,Software,Desktop,2025
2025_0177,Campaign_2025_0177,2025-05-07,2025-10-26,Display,Africa,36768,5332,3760,22647.6,57292.8,Seniors,Clothing,Desktop,2025
2025_0178,Campaign_2025_0178,2025-04-30,2025-11-22,Search,Europe,21907,20194,6336,42718.22,110890.06,Adults,Services,Tablet,2025
2025_0179,Campaign_2025_0179,2025-01-29,2025-09-01,Print,South America,90497,43084,2316,36892.59,60672.34,Adults,Clothing,Mobile,2025
2025_0180,Campaign_2025_0180,2025-05-09,2025-05-23,Print,Europe,82441,46362,14941,15201.31,30996.12,Youth,Food,Mobile,2025
2025_0181,Campaign_2025_0181,2025-01-12,2025-05-24,Display,Africa,33058,26503,2136,12588.57,27742.08,Youth,Services,Mobile,2025
2025_0182,Campaign_2025_0182,2025-03-26,2025-04-02,Print,North America,14977,8730,2476,33027.87,94285.67,Adults,Clothing,Desktop,2025
2025_0183,Campaign_2025_0183,2025-03-03,2025-08-13,Display,Europe,79380,47368,38052,17555.17,23975.52,Youth,Software,Tablet,2025
2025_0184,Campaign_2025_0184,2025-03-31,2025-11-22,Print,Asia,61146,60621,46492,9903.02,21010.94,Adults,Software,Tablet,2025
2025_0185,Campaign_2025_0185,2025-05-01,2025-08-14,Print,Asia,32561,25561,23802,23263.55,62121.85,Youth,Clothing,Desktop,2025
2025_0186,Campaign_2025_0186,2025-06-01,2025-09-05,Display,Africa,26268,13157,8254,33011.92,80998.07,Adults,Clothing,Tablet,2025
2025_0187,Campaign_2025_0187,2025-03-11,2025-06-27,Print,South America,77976,41705,12746,33135.42,54912.24,Adults,Services,Desktop,2025
2025_0188,Campaign_2025_0188,2025-03-23,2025-05-28,Social,North America,14529,12825,333,17928.9,49783.15,Adults,Software,Mobile,2025
2025_0189,Campaign_2025_0189,2025-02-18,2025-03-02,Display,Europe,63164,46138,335,30165.11,33341.84,Adults,Clothing,Tablet,2025
2025_0190,Campaign_2025_0190,2025-02-09,2025-02-21,Search,Europe,70077,8421,5941,37450.5,65301.49,Adults,Services,Tablet,2025
2025_0191,Campaign_2025_0191,2025-03-11,2025-05-08,Display,North America,65922,46131,23382,29389.6,76706.05,Adults,Clothing,Mobile,2025
