campaign_id,campaign_name,start_date,end_date,channel,region,impressions,clicks,conversions,spend_usd,revenue_usd,target_audience,product_category,device,year
2024_0102,Campaign_2024_0102,2024-06-25,2024-10-21,Search,Europe,90959,76161,33798,48257.43,5272.76,Adults,Clothing,Desktop,2024
2024_0103,Campaign_2024_0103,2024-02-21,2024-11-10,Social,Europe,79512,37017,65367,23673.34,71707.02,Seniors,Travel,Tablet,2024
2024_0104,Campaign_2024_0104,2024-03-06,2024-12-17,Social,Asia,51590,12020,41945,35428.91,79171.61,Seniors,Services,Desktop,2024
2024_0105,Campaign_2024_0105,2024-03-24,2024-08-07,Search,Europe,54266,59604,24516,32620.12,111500.87,Youth,Travel,Desktop,2024
2024_0106,Campaign_2024_0106,2024-02-21,2024-09-12,Email,Europe,22019,88350,47579,21808.97,143445.39,Seniors,Services,Mobile,2024
2024_0107,Campaign_2024_0107,2024-05-17,2024-12-19,Display,Europe,10809,84782,67041,11187.52,65839.31,Adults,Electronics,Tablet,2024
2024_0108,Campaign_2024_0108,2024-06-05,2024-08-19,Display,North America,94788,4798,1461,34522.34,10366.83,Seniors,Home,Mobile,2024
2024_0109,Campaign_2024_0109,2024-06-19,2024-09-07,Social,Africa,52502,87075,50784,41739.78,123578.08,Adults,Home,Mobile,2024
2024_0110,Campaign_2024_0110,2024-04-16,2024-11-14,Email,Africa,16444,9218,73515,35273.01,12088.56,Youth,Travel,Tablet,2024
2024_0111,Campaign_2024_0111,2024-06-09,2024-11-26,Display,Asia,49817,44350,39192,25376.46,33290.64,Youth,Travel,Desktop,2024
2024_0112,Campaign_2024_0112,2024-01-07,2024-09-10,Email,South America,7933,47005,25930,31074.62,86877.76,Seniors,Clothing,Mobile,2024
2024_0113,Campaign_2024_0113,2024-01-29,2024-10-04,Email,South America,28357,30978,30968,24388.5,112430.24,Seniors,Home,Mobile,2024
2024_0114,Campaign_2024_0114,2024-02-01,2024-07-18,Social,Europe,35311,13948,77979,27322.8,67622.58,Seniors,Electronics,Tablet,2024
2024_0115,Campaign_2024_0115,2024-04-21,2024-08-07,Print,North America,31276,42361,40206,33695.06,122138.76,Seniors,Travel,Desktop,2024
2024_0116,Campaign_2024_0116,2024-01-13,2024-09-08,Email,Africa,51002,64322,52462,38362.7,67795.03,Adults,Clothing,Desktop,2024
2024_0117,Campaign_2024_0117,2024-05-21,2024-07-31,Search,Asia,66439,84749,46952,44047.3,73708.67,Seniors,Home,Desktop,2024
2024_0118,Campaign_2024_0118,2024-05-24,2024-10-28,Social,Europe,61987,54979,24377,37782.75,65641.22,Seniors,Travel,Tablet,2024
2024_0119,Campaign_2024_0119,2024-03-15,2024-11-13,Social,Asia,63426,32954,52612,9590.93,101601.69,Seniors,Clothing,Mobile,2024
2024_0120,Campaign_2024_0120,2024-01-24,2024-12-30,Search,Europe,92474,62392,49481,19574.73,1700.68,Adults,Electronics,Mobile,2024
2024_0121,Campaign_2024_0121,2024-01-11,2024-11-17,Print,Europe,62235,71273,49576,20544.27,83798.07,Seniors,Electronics,Desktop,2024
2024_0122,Campaign_2024_0122,2024-05-01,2024-10-29,Email,Europe,5937,20112,40081,31136.07,4468.49,Adults,Clothing,Tablet,2024
2024_0123,Campaign_2024_0123,2024-05-19,2024-11-17,Search,Europe,23458,60564,52154,22839.47,62149.76,Youth,Clothing,Mobile,2024
2024_0124,Campaign_2024_0124,2024-05-26,2024-10-01,Print,Asia,68033,31287,37534,27710.97,110189.77,Seniors,Services,Mobile,2024
2024_0125,Campaign_2024_0125,2024-06-06,2024-11-09,Search,North America,44001,48203,83923,36063.77,87120.59,Youth,Services,Tablet,2024
2024_0126,Campaign_2024_0126,2024-04-05,2024-10-08,Print,Europe,78472,12198,21395,39477.41,59864.11,Youth,Electronics,Desktop,2024
2024_0127,Campaign_2024_0127,2024-02-21,2024-12-04,Social,North America,80182,59020,42435,23734.28,130679.27,Adults,Clothing,Tablet,2024
2024_0128,Campaign_2024_0128,2024-06-12,2024-08-22,Print,Africa,9644,33333,31245,21383.04,41819.4,Youth,Travel,Mobile,2024
2024_0129,Campaign_2024_0129,2024-04-26,2024-10-03,Social,North America,54824,61690,51037,37089.91,52050.17,Youth,Clothing,Mobile,2024
2024_0130,Campaign_2024_0130,2024-02-17,2024-09-02,Print,North America,22417,67244,81138,6834.33,89173.86,Seniors,Travel,Desktop,2024
2024_0131,Campaign_2024_0131,2024-01-21,2024-12-27,Social,South America,69801,73308,33688,24661.21,11666.86,Youth,Travel,Mobile,2024
2024_0132,Campaign_2024_0132,2024-01-15,2024-09-20,Search,South America,72769,78823,9147,32501.46,29828.73,Adults,Clothing,Desktop,2024
2024_0133,Campaign_2024_0133,2024-01-06,2024-07-16,Display,South America,94650,22078,14288,33316.34,87126.15,Seniors,Travel,Tablet,2024
2024_0134,Campaign_2024_0134,2024-06-29,2024-08-24,Display,Europe,1034,85821,64712,32804.99,3769.04,Adults,Travel,Desktop,2024
2024_0135,Campaign_2024_0135,2024-03-01,2024-07-13,Email,South America,12442,34051,11615,1987.84,21422.34,Youth,Electronics,Mobile,2024
2024_0136,Campaign_2024_0136,2024-03-09,2024-12-16,Print,Africa,80268,13926,42921,13069.69,125753.69,Seniors,Services,Desktop,2024
2024_0137,Campaign_2024_0137,2024-06-19,2024-07-12,Print,Europe,15849,43932,34717,16342.01,35962.05,Youth,Home,Tablet,2024
2024_0138,Campaign_2024_0138,2024-04-25,2024-12-15,Email,Asia,1823,87893,72564,26172.28,104675.99,Youth,Travel,Tablet,2024
2024_0139,Campaign_2024_0139,2024-04-28,2024-09-13,Print,Africa,77511,38355,18391,29397.78,120767.73,Adults,Clothing,Mobile,2024
2024_0140,Campaign_2024_0140,2024-02-28,2024-10-31,Search,Africa,61118,14959,65827,19727.71,66860.69,Youth,Services,Mobile,2024
2024_0141,Campaign_2024_0141,2024-01-05,2024-11-02,Print,North America,20107,44725,11477,13381.28,58169.62,Seniors,Clothing,Mobile,2024
2024_0142,Campaign_2024_0142,2024-01-26,2024-08-20,Email,North America,24066,75374,31159,33050.91,1773.52,Adults,Clothing,Mobile,2024
2024_0143,Campaign_2024_0143,2024-05-26,2024-11-13,Print,Europe,7856,2115,36378,14737.25,123731.68,Adults,Electronics,Mobile,2024
2024_0144,Campaign_2024_0144,2024-04-28,2024-12-04,Display,Europe,28182,64584,77928,22855.51,90529.88,Youth,Clothing,Mobile,2024
2024_0145,Campaign_2024_0145,2024-01-07,2024-11-02,Print,North America,29601,83902,72511,20691.4,14137.71,Youth,Home,Mobile,2024
2024_0146,Campaign_2024_0146,2024-03-28,2024-09-13,Email,South America,49895,54277,10716,22939.89,9886.91,Adults,Electronics,Desktop,2024
2024_0147,Campaign_2024_0147,2024-01-14,2024-10-10,Search,North America,47080,39762,84904,39923.48,115651.13,Adults,Travel,Desktop,2024
2024_0148,Campaign_2024_0148,2024-02-22,2024-07-03,Email,Asia,15145,63497,43763,20544.82,84973.49,Youth,Electronics,Desktop,2024
2024_0149,Campaign_2024_0149,2024-06-04,2024-11-09,Social,Europe,11254,12300,41288,22989.17,103809.73,Seniors,Travel,Mobile,2024
2024_0150,Campaign_2024_0150,2024-03-10,2024-08-26,Display,Africa,17540,64649,718,32400.27,23642.58,Seniors,Home,Mobile,2024
2024_0151,Campaign_2024_0151,2024-06-01,2024-09-06,Social,South America,44556,13001,79313,4404.83,91832.88,Adults,Travel,Tablet,2024
2024_0152,Campaign_2024_0152,2024-04-06,2024-10-20,Search,Europe,48365,77678,72157,24397.58,144122.78,Youth,Home,Desktop,2024
2024_0153,Campaign_2024_0153,2024-01-27,2024-11-22,Print,South America,8913,80855,80646,39498.89,40660.68,Youth,Travel,Tablet,2024
2024_0154,Campaign_2024_0154,2024-03-18,2024-07-06,Print,North America,51020,53853,6825,39924.82,79449.28,Adults,Electronics,Desktop,2024
2024_0155,Campaign_2024_0155,2024-05-26,2024-08-30,Email,Asia,53055,43869,73256,49431.96,102409.66,Adults,Clothing,Desktop,2024
2024_0156,Campaign_2024_0156,2024-01-08,2024-12-04,Print,Europe,32624,24163,84292,4051.33,81946.58,Youth,Clothing,Tablet,2024
2024_0157,Campaign_2024_0157,2024-06-04,2024-07-27,Email,Asia,78562,45270,33530,7340.96,112069.73,Youth,Home,Mobile,2024
2024_0158,Campaign_2024_0158,2024-02-20,2024-10-28,Email,Asia,92313,27404,26550,30507.29,2913.44,Youth,Home,Desktop,2024
2024_0159,Campaign_2024_0159,2024-06-11,2024-10-15,Display,South America,41421,12068,45821,9621.44,54900.75,Adults,Clothing,Desktop,2024
2024_0160,Campaign_2024_0160,2024-01-24,2024-12-21,Social,Asia,11211,10151,35475,10170.17,21821.31,Youth,Home,Mobile,2024
2024_0161,Campaign_2024_0161,2024-04-06,2024-08-10,Email,South America,44194,75646,45298,24760.49,24090.06,Youth,Electronics,Mobile,2024
2024_0162,Campaign_2024_0162,2024-02-10,2024-10-16,Print,Europe,5353,61493,31778,38232.58,121952.18,Youth,Clothing,Mobile,2024
2024_0163,Campaign_2024_0163,2024-06-06,2024-11-05,Email,Europe,69321,50268,55385,29500.15,45740.81,Youth,Travel,Desktop,2024
2024_0164,Campaign_2024_0164,2024-01-25,2024-09-07,Print,Africa,36061,46001,42722,6385.39,106730.42,Seniors,Home,Desktop,2024
2024_0165,Campaign_2024_0165,2024-01-11,2024-12-10,Search,South America,51716,53119,25601,7794.19,113626.41,Adults,Clothing,Desktop,2024
2024_0166,Campaign_2024_0166,2024-03-07,2024-08-04,Display,South America,72472,47272,23492,3126.27,118267.03,Youth,Travel,Tablet,2024
2024_0167,Campaign_2024_0167,2024-02-19,2024-08-17,Email,Africa,84261,84851,27099,30772.06,47259.17,Adults,Services,Tablet,2024
2024_0168,Campaign_2024_0168,2024-05-16,2024-08-09,Email,North America,35797,32947,75634,22316.22,142390.94,Seniors,Home,Tablet,2024
2024_0169,Campaign_2024_0169,2024-06-02,2024-07-23,Print,Africa,60316,37658,25534,17544.22,61417.15,Seniors,Home,Mobile,2024
2024_0170,Campaign_2024_0170,2024-01-31,2024-07-15,Print,Asia,90021,12811,84983,16078.5,56861.99,Adults,Clothing,Desktop,2024
2024_0171,Campaign_2024_0171,2024-06-11,2024-11-08,Print,South America,68847,65651,3270,31439.76,55231.51,Seniors,Travel,Tablet,2024
2024_0172,Campaign_2024_0172,2024-04-01,2024-10-19,Display,South America,16347,23169,12306,2690.97,69454.47,Adults,Services,Mobile,2024
2024_0173,Campaign_2024_0173,2024-02-29,2024-08-10,Social,South America,6275,79719,10652,9891.82,113525.23,Youth,Clothing,Mobile,2024
2024_0174,Campaign_2024_0174,2024-01-04,2024-07-26,Social,Africa,66660,19949,79974,8977.43,39251.59,Seniors,Clothing,Tablet,2024
2024_0175,Campaign_2024_0175,2024-04-06,2024-10-31,Search,South America,59026,55837,29663,30954.95,134634.47,Seniors,Travel,Desktop,2024
2024_0176,Campaign_2024_0176,2024-06-02,2024-12-17,Social,Africa,1245,50580,49305,1254.23,6625.14,Seniors,Travel,Mobile,2024
2024_0177,Campaign_2024_0177,2024-01-11,2024-12-27,Display,South America,78322,46245,17023,19086.78,114801.97,Youth,Clothing,Mobile,2024
2024_0178,Campaign_2024_0178,2024-02-13,2024-10-03,Search,South America,48577,82228,82885,45357.52,102521.6,Adults,Clothing,Tablet,2024
2024_0179,Campaign_2024_0179,2024-04-15,2024-07-17,Print,Asia,76900,113,27846,41907.91,117303.6,Seniors,Electronics,Mobile,2024
2024_0180,Campaign_2024_0180,2024-02-29,2024-10-11,Print,Europe,29957,37969,1981,20490.22,37587.12,Youth,Clothing,Mobile,2024
2024_0181,Campaign_2024_0181,2024-04-11,2024-08-14,Print,Europe,35891,57970,17280,22232.38,108983.33,Youth,Travel,Mobile,2024
2024_0182,Campaign_2024_0182,2024-04-26,2024-10-01,Email,North America,51122,82779,44704,42688.08,37358.56,Youth,Travel,Desktop,2024
2024_0183,Campaign_2024_0183,2024-03-24,2024-07-30,Social,Africa,85915,5869,80534,31461.46,51707.62,Adults,Electronics,Desktop,2024
2024_0184,Campaign_2024_0184,2024-06-15,2024-08-22,Display,South America,73368,3219,64099,1956.42,2385.0,Adults,Clothing,Mobile,2024
2024_0185,Campaign_2024_0185,2024-01-09,2024-12-25,Email,Asia,30824,9177,67837,41906.07,135525.68,Adults,Services,Tablet,2024
2024_0186,Campaign_2024_0186,2024-04-05,2024-07-20,Social,South America,91009,37502,72812,10158.96,38297.09,Seniors,Electronics,Desktop,2024
2024_0187,Campaign_2024_0187,2024-01-26,2024-08-18,Social,Asia,8073,55209,33384,14667.59,74289.17,Youth,Home,Tablet,2024
2024_0188,Campaign_2024_0188,2024-05-15,2024-09-04,Print,Europe,69281,61341,69448,22622.78,107433.43,Adults,Travel,Mobile,2024
2024_0189,Campaign_2024_0189,2024-05-23,2024-11-10,Display,North America,23206,4626,68259,6065.15,15652.46,Seniors,Electronics,Tablet,2024
