campaign_id,campaign_name,start_date,end_date,channel,region,impressions,clicks,conversions,spend_usd,revenue_usd,target_audience,product_category,device,year,data_source
2025_0017,Campaign_2025_0017,2025-01-04,2025-10-05,Social,North America,1943,46093,6365,44677.14,125526.72,Seniors,Clothing,Tablet,2025,H1_2025
2025_0018,Campaign_2025_0018,2025-06-03,2025-07-15,Social,Asia,42122,81952,62309,22729.45,133884.13,Adults,Electronics,Desktop,2025,H1_2025
2025_0019,Campaign_2025_0019,2025-05-26,2025-10-21,Search,Africa,62629,25782,46756,27201.15,142623.63,Youth,Services,Tablet,2025,H1_2025
2025_0020,Campaign_2025_0020,2025-04-30,2025-09-13,Search,Europe,91640,1301,10907,12242.18,112595.91,Youth,Electronics,Tablet,2025,H1_2025
2025_0021,Campaign_2025_0021,2025-06-23,2025-12-07,Social,Europe,3820,88491,83180,13676.09,96449.58,Youth,Home,Tablet,2025,H1_2025
2025_0022,Campaign_2025_0022,2025-02-03,2025-07-02,Print,South America,22848,32203,18602,27493.14,27194.03,Seniors,Electronics,Desktop,2025,H1_2025
2025_0023,Campaign_2025_0023,2025-03-15,2025-10-17,Social,North America,61940,32499,60342,47320.3,24926.42,Adults,Home,Mobile,2025,H1_2025
2025_0024,Campaign_2025_0024,2025-01-28,2025-12-24,Print,Asia,43575,60960,23487,27433.92,3230.73,Youth,Clothing,Tablet,2025,H1_2025
2025_0025,Campaign_2025_0025,2025-01-14,2025-10-14,Display,Europe,18053,34762,37554,45021.35,99978.37,Youth,Services,Desktop,2025,H1_2025
2025_0026,Campaign_2025_0026,2025-04-26,2025-09-26,Display,Asia,37883,10854,9255,1818.66,51990.41,Adults,Services,Mobile,2025,H1_2025
2025_0027,Campaign_2025_0027,2025-04-01,2025-10-27,Print,North America,89456,15430,14644,12414.06,68831.4,Youth,Home,Mobile,2025,H1_2025
2025_0028,Campaign_2025_0028,2025-02-11,2025-08-02,Search,Africa,25343,30672,32072,2477.15,144770.71,Seniors,Electronics,Mobile,2025,H1_2025
2025_0029,Campaign_2025_0029,2025-05-05,2025-07-06,Social,Europe,67696,5524,83369,35328.28,35799.86,Adults,Travel,Mobile,2025,H1_2025
2025_0030,Campaign_2025_0030,2025-06-14,2025-07-12,Search,Asia,31204,15737,48960,19258.95,58791.75,Youth,Clothing,Desktop,2025,H1_2025
2025_0031,Campaign_2025_0031,2025-02-12,2025-09-25,Display,South America,74153,80037,83287,43968.69,11965.15,Seniors,Clothing,Desktop,2025,H1_2025
2025_0032,Campaign_2025_0032,2025-03-21,2025-08-08,Display,Europe,58109,52170,59494,16970.47,118243.86,Youth,Clothing,Tablet,2025,H1_2025
2025_0033,Campaign_2025_0033,2025-05-08,2025-11-10,Search,North America,36909,61141,62949,10410.55,103990.57,Youth,Home,Desktop,2025,H1_2025
2025_0034,Campaign_2025_0034,2025-04-12,2025-10-15,Search,North America,78380,42515,37687,45460.45,10137.28,Adults,Electronics,Desktop,2025,H1_2025
2025_0035,Campaign_2025_0035,2025-02-12,2025-08-06,Display,South America,15664,32370,13951,39879.21,118369.17,Youth,Electronics,Mobile,2025,H1_2025
2025_0036,Campaign_2025_0036,2025-06-09,2025-11-25,Social,South America,77632,84903,62942,19559.99,19587.63,Youth,Travel,Mobile,2025,H1_2025
2025_0037,Campaign_2025_0037,2025-02-22,2025-07-18,Email,Asia,90169,5701,25529,45481.77,56733.52,Adults,Travel,Mobile,2025,H1_2025
2025_0038,Campaign_2025_0038,2025-04-06,2025-09-16,Social,South America,28173,26446,11621,7531.2,125674.95,Youth,Electronics,Tablet,2025,H1_2025
2025_0039,Campaign_2025_0039,2025-03-15,2025-07-10,Search,Africa,24689,59154,67201,46823.87,148456.99,Adults,Travel,Desktop,2025,H1_2025
2025_0040,Campaign_2025_0040,2025-03-11,2025-07-22,Search,Africa,67405,884,15323,23362.36,110941.46,Youth,Electronics,Desktop,2025,H1_2025
2025_0041,Campaign_2025_0041,2025-03-27,2025-12-11,Email,Asia,52825,88142,23353,17807.46,122472.04,Adults,Electronics,Desktop,2025,H1_2025
2025_0042,Campaign_2025_0042,2025-02-22,2025-08-14,Email,South America,78411,35576,68966,12571.53,126155.19,Youth,Clothing,Desktop,2025,H1_2025
2025_0043,Campaign_2025_0043,2025-04-03,2025-07-22,Email,South America,39274,75508,18837,19476.84,71399.16,Adults,Electronics,Desktop,2025,H1_2025
2025_0044,Campaign_2025_0044,2025-05-26,2025-11-06,Social,South America,87522,66187,30,8398.63,69731.43,Seniors,Home,Desktop,2025,H1_2025
2025_0045,Campaign_2025_0045,2025-02-25,2025-07-28,Social,South America,80504,4811,19301,47356.89,147978.13,Seniors,Travel,Tablet,2025,H1_2025
2025_0046,Campaign_2025_0046,2025-03-04,2025-08-28,Search,Africa,8933,74986,48742,10213.07,142753.69,Adults,Clothing,Tablet,2025,H1_2025
2025_0047,Campaign_2025_0047,2025-06-30,2025-08-27,Search,Europe,72387,25256,76773,10771.45,91877.36,Youth,Clothing,Desktop,2025,H1_2025
2025_0048,Campaign_2025_0048,2025-02-10,2025-08-16,Search,South America,62759,52355,81494,28351.11,52949.44,Adults,Home,Tablet,2025,H1_2025
2025_0049,Campaign_2025_0049,2025-06-23,2025-11-23,Print,South America,56751,61664,23586,47542.4,82521.18,Adults,Clothing,Mobile,2025,H1_2025
2025_0050,Campaign_2025_0050,2025-06-02,2025-08-13,Social,Africa,87636,61321,40584,24096.02,108998.69,Adults,Services,Tablet,2025,H1_2025
2025_0051,Campaign_2025_0051,2025-03-21,2025-09-20,Search,Africa,83617,44322,21061,1119.5,149390.3,Seniors,Electronics,Tablet,2025,H1_2025
2025_0052,Campaign_2025_0052,2025-02-20,2025-09-05,Email,North America,72602,1533,22485,13206.78,7492.78,Adults,Travel,Desktop,2025,H1_2025
2025_0053,Campaign_2025_0053,2025-03-14,2025-12-08,Print,Africa,13574,53227,71441,24448.11,93588.28,Adults,Services,Tablet,2025,H1_2025
2025_0054,Campaign_2025_0054,2025-04-29,2025-09-25,Email,Asia,80262,29395,50732,35192.95,143821.72,Adults,Home,Tablet,2025,H1_2025
2025_0055,Campaign_2025_0055,2025-01-16,2025-11-27,Social,Africa,7032,16029,70395,28865.2,14918.76,Youth,Travel,Tablet,2025,H1_2025
2025_0056,Campaign_2025_0056,2025-01-26,2025-10-31,Email,Asia,41393,48036,40585,1862.73,111638.92,Youth,Services,Tablet,2025,H1_2025
2025_0057,Campaign_2025_0057,2025-04-14,2025-11-25,Email,North America,84401,63456,17084,10200.64,66349.03,Seniors,Home,Mobile,2025,H1_2025
2025_0058,Campaign_2025_0058,2025-01-22,2025-11-14,Social,Africa,36167,31519,72157,27258.59,131230.07,Seniors,Travel,Desktop,2025,H1_2025
2025_0059,Campaign_2025_0059,2025-01-19,2025-12-23,Print,Asia,12229,75160,39579,44373.92,99506.63,Youth,Clothing,Mobile,2025,H1_2025
2025_0060,Campaign_2025_0060,2025-05-18,2025-12-24,Print,Asia,56129,77427,35896,49450.18,147153.06,Adults,Electronics,Desktop,2025,H1_2025
2025_0061,Campaign_2025_0061,2025-06-10,2025-07-29,Display,Europe,81053,14718,47795,14324.9,114396.51,Adults,Services,Tablet,2025,H1_2025
2025_0062,Campaign_2025_0062,2025-03-03,2025-08-01,Email,Africa,20997,30103,13931,11922.35,33473.68,Adults,Travel,Mobile,2025,H1_2025
2025_0063,Campaign_2025_0063,2025-02-06,2025-12-07,Print,North America,28824,47894,29748,7978.9,40178.29,Seniors,Electronics,Tablet,2025,H1_2025
2025_0064,Campaign_2025_0064,2025-04-09,2025-08-11,Print,Africa,48357,85548,78648,47086.04,23374.05,Youth,Services,Mobile,2025,H1_2025
2025_0065,Campaign_2025_0065,2025-01-17,2025-12-15,Search,South America,21030,83467,57206,39491.8,73132.39,Adults,Travel,Tablet,2025,H1_2025
2025_0066,Campaign_2025_0066,2025-01-16,2025-10-30,Search,Africa,50370,21138,5961,6239.54,16839.04,Seniors,Clothing,Mobile,2025,H1_2025
2025_0067,Campaign_2025_0067,2025-03-28,2025-11-19,Email,Africa,72888,88796,70572,42872.42,20428.74,Youth,Home,Mobile,2025,H1_2025
2025_0068,Campaign_2025_0068,2025-01-23,2025-10-07,Social,Africa,37891,38993,40310,26852.07,54406.6,Youth,Electronics,Mobile,2025,H1_2025
2025_0069,Campaign_2025_0069,2025-04-03,2025-08-19,Display,South America,4171,57188,47802,8515.74,39254.96,Youth,Electronics,Tablet,2025,H1_2025
2025_0070,Campaign_2025_0070,2025-01-29,2025-07-04,Email,Europe,58340,16958,20872,27522.99,67391.83,Adults,Travel,Tablet,2025,H1_2025
2025_0071,Campaign_2025_0071,2025-03-29,2025-09-20,Print,Europe,73492,56192,60318,45833.9,121133.41,Seniors,Services,Tablet,2025,H1_2025
2025_0072,Campaign_2025_0072,2025-04-26,2025-08-18,Social,South America,88872,622,78682,15243.55,97378.58,Youth,Electronics,Tablet,2025,H1_2025
2025_0073,Campaign_2025_0073,2025-02-08,2025-08-12,Display,North America,73924,56653,56602,47228.19,77492.87,Adults,Services,Desktop,2025,H1_2025
2025_0074,Campaign_2025_0074,2025-03-01,2025-07-16,Print,Europe,22566,21690,67900,24688.23,140933.05,Seniors,Home,Tablet,2025,H1_2025
2025_0075,Campaign_2025_0075,2025-04-05,2025-11-13,Email,Europe,43368,80436,50568,17404.58,107900.62,Seniors,Home,Mobile,2025,H1_2025
2025_0076,Campaign_2025_0076,2025-04-21,2025-08-08,Email,North America,32803,18320,61954,45810.35,53483.99,Adults,Services,Mobile,2025,H1_2025
2025_0077,Campaign_2025_0077,2025-03-06,2025-09-24,Email,Asia,43248,84103,3140,14316.63,9638.99,Youth,Services,Mobile,2025,H1_2025
2025_0078,Campaign_2025_0078,2025-06-14,2025-10-25,Social,Africa,10582,79799,51181,18081.65,43187.28,Adults,Services,Mobile,2025,H1_2025
2025_0079,Campaign_2025_0079,2025-05-02,2025-08-16,Print,Europe,69778,76166,74903,48473.37,22737.65,Adults,Travel,Mobile,2025,H1_2025
2025_0080,Campaign_2025_0080,2025-05-21,2025-11-23,Social,North America,66560,286,53228,19173.01,25751.15,Youth,Home,Mobile,2025,H1_2025
2025_0081,Campaign_2025_0081,2025-03-27,2025-08-28,Search,Europe,64038,4621,41608,22293.93,34517.05,Seniors,Electronics,Desktop,2025,H1_2025
2025_0082,Campaign_2025_0082,2025-04-16,2025-12-17,Social,Africa,94216,89352,14979,38327.04,149652.68,Adults,Services,Tablet,2025,H1_2025
2025_0083,Campaign_2025_0083,2025-02-25,2025-08-16,Social,Asia,69201,80269,76980,43763.35,110912.29,Seniors,Travel,Desktop,2025,H1_2025
2025_0084,Campaign_2025_0084,2025-02-09,2025-07-31,Print,South America,15877,84578,42476,5628.9,139828.33,Youth,Home,Desktop,2025,H1_2025
2025_0085,Campaign_2025_0085,2025-05-07,2025-11-15,Search,Africa,59951,50983,39577,35124.89,4791.92,Adults,Electronics,Desktop,2025,H1_2025
2025_0086,Campaign_2025_0086,2025-01-13,2025-12-27,Search,North America,71122,73620,65641,24834.92,120340.24,Adults,Electronics,Mobile,2025,H1_2025
2025_0087,Campaign_2025_0087,2025-06-17,2025-10-30,Social,Europe,53481,37379,11703,48576.66,38538.19,Adults,Clothing,Desktop,2025,H1_2025
2025_0088,Campaign_2025_0088,2025-01-29,2025-09-12,Social,Europe,46115,64813,7665,19153.09,88892.9,Seniors,Electronics,Mobile,2025,H1_2025
2025_0089,Campaign_2025_0089,2025-04-10,2025-08-31,Search,Asia,35733,17365,52623,36023.91,37826.94,Youth,Services,Tablet,2025,H1_2025
2025_0090,Campaign_2025_0090,2025-05-30,2025-12-26,Display,Asia,23111,80047,20420,23679.17,106504.65,Youth,Travel,Desktop,2025,H1_2025
2025_0091,Campaign_2025_0091,2025-03-17,2025-10-03,Print,Europe,11757,73624,73663,29796.62,82898.72,Youth,Services,Mobile,2025,H1_2025
2025_0092,Campaign_2025_0092,2025-04-05,2025-09-10,Email,South America,7814,77810,17536,26069.41,41907.95,Adults,Electronics,Mobile,2025,H1_2025
2025_0093,Campaign_2025_0093,2025-02-05,2025-10-10,Search,Asia,69818,9761,45383,1215.61,72698.57,Seniors,Services,Mobile,2025,H1_2025
2025_0094,Campaign_2025_0094,2025-05-12,2025-08-24,Social,North America,9986,19578,64606,40260.47,51196.65,Youth,Home,Tablet,2025,H1_2025
2025_0095,Campaign_2025_0095,2025-05-07,2025-10-31,Display,Europe,73871,26614,49466,39881.41,88906.57,Youth,Electronics,Tablet,2025,H1_2025
2025_0096,Campaign_2025_0096,2025-01-14,2025-10-01,Search,North America,62642,49522,58891,22792.0,107896.33,Youth,Travel,Desktop,2025,H1_2025
2025_0097,Campaign_2025_0097,2025-03-30,2025-12-06,Search,Europe,4141,38118,70224,47687.85,6640.8,Youth,Home,Desktop,2025,H1_2025
2025_0098,Campaign_2025_0098,2025-05-16,2025-11-22,Social,North America,63675,10671,18780,23318.98,108208.46,Adults,Home,Tablet,2025,H1_2025
2025_0099,Campaign_2025_0099,2025-06-02,2025-11-19,Email,Africa,2282,52044,62111,2990.09,136954.08,Adults,Services,Mobile,2025,H1_2025
2025_0100,Campaign_2025_0100,2025-01-07,2025-07-17,Email,Europe,69646,80157,72140,28875.54,74145.7,Seniors,Services,Mobile,2025,H1_2025
2025_0101,Campaign_2025_0101,2025-05-07,2025-09-11,Email,Africa,47308,50600,45875,26257.01,50945.51,Youth,Electronics,Desktop,2025,H1_2025
2025_0102,Campaign_2025_0102,2025-01-12,2025-10-19,Display,South America,98690,51159,82463,47949.94,4776.76,Adults,Clothing,Desktop,2025,H1_2025
2025_0103,Campaign_2025_0103,2025-04-07,2025-11-22,Display,North America,81960,35998,26170,41361.36,33128.23,Seniors,Clothing,Desktop,2025,H1_2025
2025_0104,Campaign_2025_0104,2025-03-21,2025-09-11,Display,Africa,56481,12848,12837,40206.08,13595.83,Youth,Home,Tablet,2025,H1_2025
2025_0105,Campaign_2025_0105,2025-05-23,2025-10-13,Print,Africa,62291,13930,82202,44278.21,24841.59,Seniors,Electronics,Desktop,2025,H1_2025
2025_0106,Campaign_2025_0106,2025-01-09,2025-10-01,Email,Europe,13952,41635,29862,3176.52,145429.0,Adults,Travel,Desktop,2025,H1_2025
2025_0107,Campaign_2025_0107,2025-06-15,2025-07-22,Email,Africa,38249,52254,37703,16232.15,112430.44,Seniors,Travel,Mobile,2025,H1_2025
2025_0108,Campaign_2025_0108,2025-02-10,2025-07-31,Search,Africa,8447,48294,13689,24219.55,9383.87,Adults,Home,Desktop,2025,H1_2025
2025_0109,Campaign_2025_0109,2025-03-17,2025-11-05,Email,South America,2435,67902,8612,48699.42,3095.38,Seniors,Home,Tablet,2025,H1_2025
2025_0110,Campaign_2025_0110,2025-03-15,2025-07-03,Print,Africa,67407,14950,19702,45162.98,47514.85,Seniors,Services,Desktop,2025,H1_2025
2025_0111,Campaign_2025_0111,2025-06-21,2025-09-01,Social,Asia,40983,25875,55408,29863.13,18700.57,Seniors,Services,Desktop,2025,H1_2025
2025_0112,Campaign_2025_0112,2025-05-20,2025-07-05,Display,Europe,53756,42568,31701,24344.86,115487.25,Adults,Clothing,Mobile,2025,H1_2025
2025_0113,Campaign_2025_0113,2025-01-29,2025-09-28,Search,Africa,97829,71810,38850,11747.1,39436.48,Seniors,Services,Mobile,2025,H1_2025
2025_0114,Campaign_2025_0114,2025-03-13,2025-09-07,Email,Africa,54251,76051,4125,23660.45,60094.07,Seniors,Electronics,Desktop,2025,H1_2025
2025_0115,Campaign_2025_0115,2025-01-30,2025-08-30,Email,North America,91560,42430,78875,25112.09,65676.26,Youth,Home,Mobile,2025,H1_2025
2025_0116,Campaign_2025_0116,2025-06-19,2025-10-27,Print,North America,11715,57578,16667,5977.14,110185.61,Seniors,Electronics,Tablet,2025,H1_2025
2025_0117,Campaign_2025_0117,2025-05-26,2025-11-12,Social,South America,50510,71946,43322,31478.39,61701.84,Adults,Electronics,Tablet,2025,H1_2025
2025_0118,Campaign_2025_0118,2025-06-29,2025-11-28,Display,Asia,67395,31909,3930,2930.86,119331.76,Seniors,Home,Desktop,2025,H1_2025
2025_0119,Campaign_2025_0119,2025-06-21,2025-09-15,Display,North America,59049,85260,41609,47836.94,27999.04,Seniors,Electronics,Desktop,2025,H1_2025
2025_0120,Campaign_2025_0120,2025-04-11,2025-07-25,Social,Africa,72452,85894,30824,23511.3,50356.03,Seniors,Travel,Desktop,2025,H1_2025
2025_0121,Campaign_2025_0121,2025-05-17,2025-11-16,Social,North America,40246,28763,34644,7778.68,39205.62,Seniors,Home,Desktop,2025,H1_2025
2025_0122,Campaign_2025_0122,2025-04-26,2025-08-09,Display,North America,18237,49601,2324,16965.59,87370.76,Adults,Services,Tablet,2025,H1_2025
2025_0123,Campaign_2025_0123,2025-01-25,2025-11-26,Email,South America,45615,40070,21765,18393.36,98183.05,Youth,Home,Tablet,2025,H1_2025
2025_0124,Campaign_2025_0124,2025-06-23,2025-09-13,Email,South America,95286,61125,38439,5682.36,8420.82,Seniors,Clothing,Tablet,2025,H1_2025
2025_0125,Campaign_2025_0125,2025-05-04,2025-08-10,Print,Europe,77235,2142,81365,35527.88,116856.06,Adults,Electronics,Tablet,2025,H1_2025
2025_0126,Campaign_2025_0126,2025-04-17,2025-09-02,Search,South America,96082,53374,378,24696.56,113769.77,Adults,Electronics,Tablet,2025,H1_2025
2025_0127,Campaign_2025_0127,2025-05-31,2025-08-03,Social,Africa,12411,64905,31702,2903.25,65679.44,Adults,Electronics,Desktop,2025,H1_2025
2025_0128,Campaign_2025_0128,2025-04-08,2025-07-01,Email,Africa,86914,39988,11515,47108.85,13549.0,Youth,Travel,Mobile,2025,H1_2025
2025_0129,Campaign_2025_0129,2025-01-14,2025-07-11,Search,Africa,44765,77524,84344,30825.54,4868.66,Adults,Clothing,Tablet,2025,H1_2025
2025_0130,Campaign_2025_0130,2025-06-17,2025-10-08,Search,South America,55259,56667,56328,29292.16,84668.13,Youth,Travel,Mobile,2025,H1_2025
2025_0131,Campaign_2025_0131,2025-04-11,2025-12-29,Display,North America,40749,1943,27536,30617.58,121327.11,Adults,Services,Tablet,2025,H1_2025
2025_0132,Campaign_2025_0132,2025-01-07,2025-09-04,Print,North America,5095,1190,8193,13609.55,56914.12,Youth,Electronics,Mobile,2025,H1_2025
2025_0133,Campaign_2025_0133,2025-02-09,2025-11-06,Search,Asia,94487,83631,79161,13231.13,132794.19,Adults,Electronics,Desktop,2025,H1_2025
2025_0134,Campaign_2025_0134,2025-02-07,2025-08-30,Print,South America,13160,30451,13386,13356.6,143327.85,Youth,Services,Mobile,2025,H1_2025
2025_0135,Campaign_2025_0135,2025-06-02,2025-12-07,Print,Asia,40943,33015,83716,10490.4,38200.12,Youth,Home,Tablet,2025,H1_2025
2025_0136,Campaign_2025_0136,2025-05-30,2025-11-11,Email,Asia,71911,83926,62487,8501.13,137766.02,Seniors,Clothing,Tablet,2025,H1_2025
2025_0137,Campaign_2025_0137,2025-03-13,2025-09-01,Social,Europe,38717,57782,20315,11665.11,149569.44,Youth,Electronics,Desktop,2025,H1_2025
2025_0138,Campaign_2025_0138,2025-03-14,2025-09-02,Email,Europe,87940,28153,28578,45709.0,8418.2,Adults,Travel,Mobile,2025,H1_2025
2025_0139,Campaign_2025_0139,2025-01-14,2025-08-03,Display,Africa,25380,24683,80191,19496.36,108002.4,Seniors,Travel,Mobile,2025,H1_2025
2025_0140,Campaign_2025_0140,2025-05-11,2025-07-05,Print,South America,95098,86395,11392,14391.78,106369.25,Adults,Electronics,Desktop,2025,H1_2025
2025_0141,Campaign_2025_0141,2025-06-03,2025-12-08,Social,North America,48668,77179,6415,37347.05,88291.47,Youth,Electronics,Desktop,2025,H1_2025
2025_0142,Campaign_2025_0142,2025-05-31,2025-09-01,Print,Africa,62493,42872,2375,40476.68,30540.55,Adults,Travel,Desktop,2025,H1_2025
2025_0143,Campaign_2025_0143,2025-05-22,2025-08-07,Print,South America,1662,6293,81590,4127.22,133060.76,Seniors,Electronics,Desktop,2025,H1_2025
2025_0144,Campaign_2025_0144,2025-04-10,2025-11-19,Social,Asia,15182,75350,68944,22974.78,74836.86,Youth,Home,Desktop,2025,H1_2025
2025_0145,Campaign_2025_0145,2025-02-24,2025-07-24,Social,North America,22904,13443,48128,11973.76,49083.48,Seniors,Travel,Mobile,2025,H1_2025
2025_0146,Campaign_2025_0146,2025-05-04,2025-10-08,Social,North America,92617,7032,47399,25985.97,96848.95,Youth,Travel,Desktop,2025,H1_2025
2025_0147,Campaign_2025_0147,2025-03-18,2025-08-13,Search,Asia,36713,68139,58951,25638.15,101870.62,Seniors,Services,Mobile,2025,H1_2025
2025_0148,Campaign_2025_0148,2025-05-25,2025-07-19,Search,Asia,95269,77105,55222,43097.83,37668.14,Youth,Electronics,Mobile,2025,H1_2025
2025_0149,Campaign_2025_0149,2025-02-22,2025-09-14,Email,Europe,45911,64640,8399,36586.61,107543.51,Seniors,Services,Desktop,2025,H1_2025
2025_0150,Campaign_2025_0150,2025-04-19,2025-12-31,Social,Africa,5082,12456,68205,7663.34,12152.77,Youth,Clothing,Mobile,2025,H1_2025
2025_0151,Campaign_2025_0151,2025-06-16,2025-07-16,Social,Africa,91303,88466,8046,7466.94,79119.62,Seniors,Clothing,Desktop,2025,H1_2025
2025_0152,Campaign_2025_0152,2025-06-14,2025-07-09,Display,Asia,51734,75960,54238,9252.01,23247.32,Seniors,Services,Mobile,2025,H1_2025
2025_0153,Campaign_2025_0153,2025-06-23,2025-08-05,Search,Europe,89176,14598,5934,32645.77,106225.15,Adults,Travel,Tablet,2025,H1_2025
2025_0154,Campaign_2025_0154,2025-06-20,2025-08-02,Print,Africa,90823,11102,25414,7049.75,116170.18,Youth,Home,Mobile,2025,H1_2025
2025_0155,Campaign_2025_0155,2025-01-10,2025-09-07,Print,Asia,88440,75461,12300,49418.44,41385.37,Seniors,Travel,Tablet,2025,H1_2025
2025_0156,Campaign_2025_0156,2025-06-18,2025-10-29,Social,Asia,81514,39470,36817,42761.19,129029.83,Youth,Services,Tablet,2025,H1_2025
2025_0157,Campaign_2025_0157,2025-06-30,2025-07-17,Social,Africa,88482,64045,2098,33694.22,36356.5,Youth,Home,Mobile,2025,H1_2025
2025_0158,Campaign_2025_0158,2025-03-19,2025-10-01,Search,Europe,16687,24158,38681,45146.73,116196.8,Seniors,Travel,Tablet,2025,H1_2025
2025_0159,Campaign_2025_0159,2025-05-02,2025-09-01,Email,North America,99176,56818,54655,46756.04,57316.64,Adults,Home,Mobile,2025,H1_2025
2025_0160,Campaign_2025_0160,2025-01-30,2025-10-02,Display,Asia,60676,32880,1971,49785.03,149615.41,Adults,Services,Desktop,2025,H1_2025
2025_0161,Campaign_2025_0161,2025-06-01,2025-10-24,Print,South America,84715,61404,69497,22647.34,61086.97,Seniors,Electronics,Mobile,2025,H1_2025
2025_0162,Campaign_2025_0162,2025-05-04,2025-10-09,Display,Europe,24631,22790,29618,43805.1,7434.31,Adults,Home,Mobile,2025,H1_2025
2025_0163,Campaign_2025_0163,2025-05-30,2025-07-03,Print,Asia,79692,87421,82435,22098.1,69524.66,Adults,Home,Desktop,2025,H1_2025
2025_0164,Campaign_2025_0164,2025-05-04,2025-12-21,Email,South America,24328,87192,26269,34190.9,22468.24,Youth,Electronics,Mobile,2025,H1_2025
2025_0165,Campaign_2025_0165,2025-03-01,2025-08-23,Social,Asia,88616,47636,7471,44083.46,39770.63,Adults,Electronics,Mobile,2025,H1_2025
2025_0166,Campaign_2025_0166,2025-06-13,2025-09-13,Display,South America,98223,73842,7995,3953.67,66186.38,Youth,Electronics,Tablet,2025,H1_2025
2025_0167,Campaign_2025_0167,2025-04-22,2025-10-08,Display,Africa,50336,47016,47909,45063.36,117880.27,Seniors,Electronics,Desktop,2025,H1_2025
2025_0168,Campaign_2025_0168,2025-04-04,2025-12-06,Print,Europe,35585,36534,69834,28808.78,91950.97,Seniors,Clothing,Tablet,2025,H1_2025
2025_0169,Campaign_2025_0169,2025-06-02,2025-07-01,Display,Europe,3129,39521,19908,2304.5,79137.58,Seniors,Travel,Tablet,2025,H1_2025
2025_0170,Campaign_2025_0170,2025-05-17,2025-11-17,Social,Asia,48252,40297,58188,8337.98,43374.03,Seniors,Travel,Tablet,2025,H1_2025
2025_0171,Campaign_2025_0171,2025-04-15,2025-10-08,Print,North America,28562,5904,70970,40458.06,121920.58,Youth,Electronics,Mobile,2025,H1_2025
2025_0172,Campaign_2025_0172,2025-06-12,2025-10-23,Email,Asia,28745,43230,76569,3275.45,53376.09,Adults,Travel,Tablet,2025,H1_2025
2025_0173,Campaign_2025_0173,2025-04-01,2025-09-12,Print,North America,85371,82493,45766,19355.09,62220.17,Seniors,Travel,Desktop,2025,H1_2025
2025_0174,Campaign_2025_0174,2025-04-09,2025-08-27,Social,South America,53305,20391,56272,22659.8,21370.18,Adults,Travel,Tablet,2025,H1_2025
2025_0175,Campaign_2025_0175,2025-04-23,2025-09-23,Display,South America,14661,19525,49418,34430.88,148530.58,Youth,Travel,Desktop,2025,H1_2025
